topicId,rank,docId,filename
1,1,4,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460426-connally_1.txt
1,2,18,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461007-ray_frank.txt
1,3,9,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460440-craig.txt
1,4,14,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460571-hill.txt
1,5,17,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460610-johnson_mrs.txt
1,6,13,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460458-davis_mrs.txt
1,7,6,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460428-connally_3.txt
1,8,7,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460429-connally_4.txt
1,9,15,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460589-hunt.txt
1,10,12,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460456-davis_barbara.txt
1,11,5,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460427-connally_2.txt
1,12,10,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460447-croy.txt
1,13,8,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460436-couch.txt
1,14,16,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460609-johnson.txt
1,15,20,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461017-reeves.txt
1,16,19,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461009-ray_thomas.txt
1,17,21,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461032-riggs.txt
1,18,1,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460388-brock.txt
1,19,11,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460448-crull.txt
1,20,2,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460406-carrico.txt
1,21,3,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460420-clark.txt
2,1,18,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461007-ray_frank.txt
2,2,19,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461009-ray_thomas.txt
2,3,13,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460458-davis_mrs.txt
2,4,4,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460426-connally_1.txt
2,5,20,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461017-reeves.txt
2,6,21,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461032-riggs.txt
2,7,14,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460571-hill.txt
2,8,11,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460448-crull.txt
2,9,16,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460609-johnson.txt
2,10,17,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460610-johnson_mrs.txt
2,11,7,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460429-connally_4.txt
2,12,6,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460428-connally_3.txt
2,13,2,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460406-carrico.txt
2,14,12,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460456-davis_barbara.txt
2,15,10,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460447-croy.txt
2,16,1,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460388-brock.txt
2,17,8,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460436-couch.txt
2,18,15,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460589-hunt.txt
2,19,9,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460440-craig.txt
2,20,3,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460420-clark.txt
2,21,5,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460427-connally_2.txt
3,1,14,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460571-hill.txt
3,2,20,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461017-reeves.txt
3,3,10,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460447-croy.txt
3,4,1,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460388-brock.txt
3,5,12,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460456-davis_barbara.txt
3,6,19,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461009-ray_thomas.txt
3,7,9,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460440-craig.txt
3,8,4,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460426-connally_1.txt
3,9,15,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460589-hunt.txt
3,10,3,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460420-clark.txt
3,11,2,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460406-carrico.txt
3,12,18,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461007-ray_frank.txt
3,13,21,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7461032-riggs.txt
3,14,8,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460436-couch.txt
3,15,17,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460610-johnson_mrs.txt
3,16,13,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460458-davis_mrs.txt
3,17,7,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460429-connally_4.txt
3,18,16,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460609-johnson.txt
3,19,6,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460428-connally_3.txt
3,20,5,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460427-connally_2.txt
3,21,11,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460448-crull.txt
4,1,17,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460610-johnson_mrs.txt
4,2,4,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460426-connally_1.txt
4,3,6,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460428-connally_3.txt
4,4,16,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data/7460609-johnson.txt
